.2.....89694.....3.8..6.....1...98..3.......4...3..2.1..2..8.1.....564.216....9..,521473689694815723783962145216549837378621594945387261452798316839156472167234958,
9..2.7.....4.3.5........698.5...........2.4.......3.2...98..3.42.8..4.59.....6...,985267143614938572327145698752481936836529417491673825179852364268314759543796281,
1...2.......315....48......286.41.......39..5...2.......59.2..883.....2....6...9.,157428639962315487348796152286541973471839265593267814615972348839154726724683591,
8...1.3...95.....16..75..8..........38.9.61...1.5.34.9..8........9...5.7.......6.,847219356295368741631754982952471638384926175716583429178645293469832517523197864,
8.3......5..4.9.83.4.....1...8.3..4.72.......4............217.99.5..7..82..5.....,893165472512479683647283915158936247729814536436752891384621759965347128271598364,
..5.17..4.6...8...8...4...5...2.47.8...3..1...8..5............7...8.62.12.3....6.,325917684164538972879642315531264798742389156986751423698123547457896231213475869,
.3...4.......7.......9..2..2.18......7...34....3.4.9.....3...41.17..8..5....1987.,732184569895672134164935287241896753679523418583741926928357641417268395356419872,
..2......4..567...6......5.2..7.894...4..2..7......53..372.....9...3......6...8..,352184769419567328678923154263758941594312687781649532837296415945831276126475893,
..9..5..7.276...4....9......5..1...4.4.8.7.6.....6.7........5829.............29..,819425637527638149634971258756213894241897365398564721163749582982156473475382916,
.14......9.2....64.53.4....7.........4...175.........12..6.9..3....342.7....57.16,614792385972385164853146972721568439346921758598473621287619543165834297439257816,
9.5.......3...1.6.4.....2..6.1......24....7.3.......4...974..5..6.1.9.3..2...34..,975264381832971564416358279651437928248695713793812645389746152564129837127583496,
.8.7..5.1.3.......6.4.....8.....7.2....861...4..5..7....7...6.3.......4......328.,289746531735189462614325978163497825572861394498532716827914653356278149941653287,
5..2.7.8.2.38....1..8...9..4........79..........4..5.7.34...7..92.7..153...1.....,519267384243895671678314925485671239791523846362489517134952768926748153857136492,
......3...4.1.5.9.......5811.5......89....46.3...8.2.....4.9..65....8..9......8..,951876324248135697673294581125643978897512463364987215782459136516328749439761852,
267.15.38....87.9.8...6.5..3.57.........9......6....21..2.5..6.........3.58..3...,267915438513487296849362517395721684124896375786534921432158769671249853958673142,
..62.8.73.5...18.6..........7.6.......5..2...3.2.14.8.4...8.135......7.........24,916258473253741896784369251871693542645872319392514687427986135139425768568137924,
...52.6....3...248.4........856...9..9...7..6..4...835....3...7...7.29....9......,918524673653179248247386159185643792392857416764291835421938567536712984879465321,
...6...1.5.7...94..........9........3.....1.54...9.683.6..8.45..8..6...1..947...8,842639517537218946691547832918356724376824195425791683763182459284965371159473268,
63..............52.......8....8....7.1...23.9.927.1...359.1..7.1..........82.....,635428791981376452274195683563849127817562349492731865359614278126987534748253916,
.1.4.5.3.......2......6..48...63..5.3...5.....81..2...............327.....4..1327,912485736648713295735269148427638951396154872581972463273846519159327684864591327,
......947......6..3....85..........1..46........71.3..7.13..25.94...5...6...72...,826531947415297638379468512267853491134629875598714326781346259942185763653972184,
...8..7.99...64.5..82..7.6.3.45......9....3.22.6..8.7................4..4..79.8..,641852739937164258582937164374529681895671342216348975169483527758216493423795816,
.............6.9.7.7...4.....4.9..5....6.38..9.....3.4.59.8..1...6...57.1..73...8,491578236285361947673924185364892751517643829928157364759286413836419572142735698,
....4......81....741....936.4..8.3.....9....5..7.54.1......9........6759...4...8.,793645821268193547415278936546781392381962475927354618872539164134826759659417283,
.4.......2.57..3.4..3.6972..3.........1..4.....2.....16.43.....1.9.7..6......51..,947523816265718394813469725436157982591284637782936541674391258159872463328645179,
...7...6.5.742..1.2...1..9.....5....9.51.423..1...7........91.3...3.......2.7....,831795462597426318264813795723958641985164237416237859678549123149382576352671984,
.8...7.....4.9..1.......5...6398..7.......4....97.4..8......3..17.....4....56.8..,681357924534298716927146583463985172718623459259714638895472361176839245342561897,
5.7.86.9..3.2.7..4...95..7.8.....6........3..3.2..9.5.7.8......9.5.......2....8..,517486293639217584284953176891345627456872319372169458768531942945628731123794865,
4..6...9..92..4.353.52..4..6.......7.........9.1.2......3..9.1271.......2.....75.,478635291192874635365291478654318927827956143931427586543769812719582364286143759,
.6........2.6..58.1...256...1.9..75...35.1..265..7..38....32.7.7........8...1....,965148327324697581187325649218963754473581962659274138591432876746859213832716495,
.9.7.254...3.8.7.....35..69.5.2....8...6...5.78.......938....2..46.9.............,891762543563984712427351869654237198319648257782519634938176425246895371175423986,
....6.4.123.7....6..65.1.79.........9.....725.45......6.4.52.................495.,579268431231749586486531279123975648968413725745826193694352817852197364317684952,
.35......9..5..8.......87........2..7.8.......1..2...9..6.795.2..325...8.7.6...3.,835967124947512863261438795359846217728193456614725389186379542493251678572684931,
.2.69....9.5.3.....7...2.383.7...1..5.......7.6..1.......9..286.3..6....2....1..9,123698574985734612674152938397486125518329467462517893751943286839265741246871359,
..4...928......3......5.7..8.7.4...5..1..5......91...2.5.32...9..319....1...8...3,574631928986472351312859746867243195291765834435918672758326419623194587149587263,
..7........9...3...6...3..4.94.37..12...194....64........8.2....2.19678...8.7....,347961852189245367562783194894537621235619478716428539671852943423196785958374216,
1...6...........326.7..5.9..62.3.4....49.....7..4...69......3.7.5..4..........15.,123869745895174632647325891962537418514986273738412569489651327251743986376298154,
